Restaurant ID,Restaurant name,Subzone,City,Order ID,Order Placed At,Order Status,Delivery,Distance,Items in order,Instructions,Discount construct,Bill subtotal,Packaging charges,Restaurant discount (Promo),"Restaurant discount (Flat offs, Freebies & others)",Gold discount,Brand pack discount,Total,Rating,Review,Cancellation / Rejection reason,Restaurant compensation (Cancellation),Restaurant penalty (Rejection),KPT duration (minutes),Rider wait time (minutes),Order Ready Marked,Customer complaint tag,Customer ID,Customer Phone
22149004,Taste And Toast,Raiganj Locality,Raiganj,7760768298,"09:54 PM, February 06 2026",Delivered,Zomato Delivery,3km,"1 x Chicken Handi Biryani [2 Pieces], 1 x Mutton Handi Biryani [2 Pieces]",,,620,0,0,270,0,0,350,3.0,,,,,,,Missed,,05509986d9d4e8bea5680f20286a18af24359a4f430a4740102499aba243971f,
22149004,Taste And Toast,Raiganj Locality,Raiganj,7748057286,"09:41 PM, January 31 2026",Delivered,Zomato Delivery,<1km,1 x Chicken Handi Biryani [2 Pieces],,,270,0,0,135,0,0,135,,,,,,8.73,0.9,Correctly,,d1184f0228c69b6d22a1051ef5e17683a99da2ec116ba43b29a37e9ff0671522,
22149004,Taste And Toast,Raiganj Locality,Raiganj,7780385762,"08:45 PM, February 09 2026",Delivered,Zomato Delivery,5km,"1 x Chicken Handi Biryani [2 Pieces], 1 x Mutton Tadka with 2 Tandoori Roti with Salad",,,645,0,43.2,270,0,0,331.8,1.0,"A considerable amount of time has passed since I placed the order, but the food has still not been delivered. There is an unusual delay in delivery. Please look into this matter and take prompt action.অর্ডার দেওয়ার অনেক সময় হয়ে গেছে কিন্তু এখনও খাবার ডেলিভারি হয়নি। ডেলিভারিতে অস্বাভাবিক দেরি হচ্ছে। দয়া করে বিষয়টি দেখুন এবং দ্রুত ব্যবস্থা নিন।",,,,67.88,55.3,Correctly,,72388ab911866c72b2eaf672dea6c4fb5a83e81c2a1bad57d601abac8e5136bd,
22149004,Taste And Toast,Raiganj Locality,Raiganj,7751578539,"01:27 PM, February 01 2026",Delivered,Zomato Delivery,5km,"1 x Mutton Handi Biryani [2 Pieces], 1 x Chicken Handi Biryani [2 Pieces]",,,620,0,106.8,270,0,0,243.2,5.0,,,,,28.32,17.2,Correctly,,69be4b1324e79aaf42182b5c2da25a6fe95917dd46e024c1592fdac1736ae00f,
22149004,Taste And Toast,Raiganj Locality,Raiganj,7783348529,"06:01 PM, February 10 2026",Delivered,Zomato Delivery,5km,"1 x Mutton Handi Biryani [2 Pieces], 1 x Chicken Handi Biryani [2 Pieces]","Item: add nalli pieces, Item: please add  2leg piece",,620,0,53.2,270,0,0,296.8,,,,,,10.60,3.0,Correctly,,01d454473a2e870bda22b33cc833b7a82ef1becf8c6fe438ae690e2489f869fe,
22149004,Taste And Toast,Raiganj Locality,Raiganj,7783213322,"05:50 PM, February 10 2026",Delivered,Zomato Delivery,2km,"1 x Mutton Handi Biryani [2 Pieces], 1 x Chicken Handi Biryani [2 Pieces]",,,620,0,22.8,270,0,0,327.2,3.0,,,,,10.40,2.1,Correctly,,e23710c7a08cb699a86edac3ba1360741618ccc1554a2a9c235abbfe66ad1d95,
22149004,Taste And Toast,Raiganj Locality,Raiganj,7781399421,"08:48 PM, February 09 2026",Delivered,Zomato Delivery,<1km,2 x Chicken Handi Biryani [2 Pieces],,,540,0,64.8,0,0,0,475.2,,,,,,43.08,15.9,Correctly,,0250db9c5c8ca25f338e7d99380d3425248bd6c51fb5cf6939a89ca1d94252e1,
22149004,Taste And Toast,Raiganj Locality,Raiganj,7781012691,"09:44 PM, February 10 2026",Delivered,Zomato Delivery,1km,1 x Chicken Leg Kabab,,,200,0,0,0,0,0,200,,,,,,,,Missed,,1523f23de603208c06149ddb0b7de49168f31991440343e55dacece7626ece76,
22149004,Taste And Toast,Raiganj Locality,Raiganj,7782685448,"08:21 PM, February 10 2026",Rejected,Zomato Delivery,2km,1 x Chicken Leg Kabab,,,200,0,22.8,0,0,0,177.2,,,Cancelled by Zomato,122.65,,-29.43,3.9,Correctly,,349e4157ac7fad0dd213b8dd4318e99f786798e7a8c76bdca121de02f244f1ab,
22149004,Taste And Toast,Raiganj Locality,Raiganj,7739446552,"09:28 PM, January 31 2026",Delivered,Zomato Delivery,2km,1 x Mutton Handi Biryani [2 Pieces],"Order: give a paper plate with the order. 
give salad and give a juicy piece of mutton.",,350,0,0,175,0,0,175,,,,,,15.05,2.3,Correctly,,a5caaf0470ea0cdaa18c0a64e5b3033e314a7e0e829b1f9b49eeae26ca0edee3,
